Country Name	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012
Netherlands	3.507666517	2.722558038	4.337666901	4.36138074	4.715555804	8.792494776	5.064482462	1.155350416	-2.559572287	-1.848008338	-1.878026858	-2.758348872	-1.387112535	-1.38671827	-3.289758038	-5.65790267	-6.958693601	-8.645673016	-10.06094092	-5.36808328	-10.83652677	-12.73870386
Norway	-4.710777568	-4.638333777	-0.312823626	3.764604896	4.599348569	6.745091397	10.50363088	10.63302179	13.08736108	5.561015244	5.966153544	3.295621213	8.458363932	8.995473325	6.094858019	5.764975455	7.319775898	5.242124423	-2.409263634	-2.602841558	-4.869041114	-5.824210724
Nepal	-0.403390609	-3.928855329	1.015752084	2.091902282	7.11423778	8.439723783	9.747131357	12.29615432	64.55143548	24.34748708	18.81264545	15.11678726	18.82565189	21.13805844	22.86848373	23.20124067	24.46530142	27.50276005	30.61878357	30.33783208	32.01899259	62.28271927
Nauru																						
New Zealand	-0.387971853	2.222635207	1.834509601	3.658090568	5.916035662	7.418819571	11.96289373	5.869675356	9.323894143	13.29431623	16.11684654	17.68257978	22.16852728	22.13333309	24.93042567	27.17266057	24.65918576	23.98101216	15.78986467	15.9108996	15.46861554	18.93925642
OECD members	-0.009425639	-0.437879771	0.388212554	3.011091175	3.862901448	5.582337525	9.049940376	11.69821082	10.80685866	11.5778066	11.10968084	12.96212084	13.88101237	16.90812362	14.12031181	14.69708981	15.43999043	10.29083775	7.988519577	8.009001343	8.531393442	7.574739534
Oman	10.82605983	10.50250271	9.882586191	5.554040172	17.23129784	22.24056031	26.99930641	-22.04882471	-12.91103153	0.234230723	15.05756682	22.46053869	31.4187214	30.29984617	36.04272147	43.92401554	48.53110717	56.18379893	57.00233666	66.99143228	71.69670991	75.92780819
Other small states	-4.581700492	-15.34162625	-24.91875299	-22.93786393	-21.60702507	-24.38089225	-32.47244662	11.53532095	22.41264085	15.71733129	24.44022759	21.23957458	8.941466275	20.08168279	20.57199039	41.25056756	26.07720247	71.71165399	36.24855009	89.08509361	93.43226623	98.45912592
Pakistan	1.975849083	7.327168229	12.91903557	16.52363287	21.26827558	27.54491788	30.92102022	35.79021378	42.92102763	43.34798707	45.22331937	48.91464509	57.41125653	68.65364015	73.35988801	82.06444198	94.96227121	96.20364939	98.92300423	105.4627529	110.0680342	114.275183
Panama	7.26809279	17.71894982	20.51521482	24.31209019	29.39553147	30.47438879	30.17183175	47.78500195	28.20855098	34.40190418	66.37667949	53.73004606	59.22727271	58.76568158	55.38485002	75.9170508	71.53473867	121.3324003	127.3038862	126.4123873	132.7473844	138.4458118
Peru	-3.786727723	-0.293267203	5.71216272	-3.420903659	6.486471597	12.31716073	12.81079406	18.06349739	7.990660168	11.80610001	-16.57493956	-14.30038708	-10.83480166	-5.21574692	15.13709129	-1.355872858	19.09055298	6.992994511	8.748478388	20.27082085	23.08454406	25.63265778
Philippines	-0.120512142	5.959839152	10.32367183	21.6872279	30.37505429	39.3763067	46.0596577	69.39792167	46.16934949	55.75547808	48.27324428	43.27270856	45.755185	48.3868248	51.97245332	108.821905	54.74609445	58.09388689	132.266504	65.99006706	69.99330237	73.62544001
Palau																						
Papua New Guinea	99.80140673	91.05321801	26.07168122	97.89422965	20.01775314	16.48709439	385.6110438	-70.40976513	-77.34174456	-72.01246865	-64.88640314	186.0107456	-65.3685376	-33.39848886	-67.9602402	-51.88503878	-66.87495068	-67.74523564	-61.70449632	-63.84364677	-63.09631611	-62.42058704
Poland	-2.932138268	-4.527888419	-5.181262695	-5.304551977	-3.261276905	-8.094134042	-8.539256724	-17.95516765	-19.65633655	-17.16693389	-18.64117704	-20.75306947	-18.22658037	-13.11677447	-13.1228436	-10.70119735	-11.14759826	-11.18834081	-14.47100769	-10.02712691	-10.80650983	-12.53315509
Pre-demographic dividend	-15.47190846	18.71937164	-16.69261952	-9.059121023	-5.56294634	-13.39599816	-15.4123413	57.66256843	31.44021496	36.2130005	27.17439927	26.9636472	43.00183372	30.67260999	49.9533417	41.6552114	55.66410629	46.27286952	33.68683648	40.60784763	41.17921587	41.51614526
Puerto Rico	2.41960367	-6.828440853	-3.710940925	-0.975260641	-1.795725739	0.211614213	1.88200316	-2.593339677	-0.972908511	0.751764055	2.367664701	3.070778962	5.240187769	5.364560318	6.035135075	5.594836873	4.187007625	4.311434913	6.048826704	8.774832926	10.41616698	11.9711597
"Korea, Dem. Peopleâ€™s Rep."	-4.35000905	-12.3756028	-18.77907947	-26.48091263	-31.33700497	-38.27071593	-39.47131136	-48.23574427	-45.11129326	-39.99141371	-37.48191758	-41.09037359	-39.80162301	-37.90741532	-34.62726998	-34.47390805	-43.52487101	-39.02975405	-38.69894872	-36.12456867	-34.25418534	-32.57955025
Portugal	3.611505891	10.4289344	8.772134058	10.74901379	18.85241169	16.15383737	21.50997681	42.76276204	45.50382734	52.15264164	46.66513554	51.68045836	54.39559248	45.86068303	74.47909678	39.68896724	36.3612412	27.83336971	29.65165877	23.10654521	23.61561773	24.55389348
Paraguay	-6.623562126	-0.254744014	10.01759077	-14.8405793	-5.114865093	-2.365971143	-0.696704796	-24.67667913	113.9960164	-38.21508151	36.14475768	30.03053005	31.35310066	8.170574469	42.16205812	5.130884897	117.0893251	-15.26074118	-26.56582758	-21.62812744	-20.97390442	-20.34909479
West Bank and Gaza																						
Pacific island small states	-17.96322908	-32.03171599	-28.11026518	-25.36940485	-23.36174296	-20.86202165	-21.19670083	-22.12101034	-25.61864054	-27.31120964	-25.92501658	-22.61488606	-20.41854916	-21.64048017	-22.97676658	-21.49836216	-18.36218747	-18.55768521	-15.8172999	-17.37628569	-16.02624139	-16.4858114
Post-demographic dividend	-0.610900433	-1.724885691	-1.730057395	-0.136988666	0.44535587	1.59855148	4.788847838	6.421072514	6.415114694	6.731108944	6.835245721	8.223833834	9.201719906	12.05943363	8.538740108	8.866927881	9.448217392	4.375648057	1.659741089	1.635196029	2.236179008	1.149492091
French Polynesia	-4.360464208	-5.302532793	-5.671275729	-25.19021571	-23.35852516	-23.27086868	-19.04589033	-18.4175157	-15.57232743	-39.86009169												
Qatar	6.096002678							76.28464327	98.81126644	102.1963955	107.0947036	113.7723735	135.603942	167.6597064	179.3132599	209.7292501	250.9603566	278.3216809	292.3283307	347.6720925	359.0458963	369.3459583
Romania	-17.24902746	-24.71681145	-29.43069211	-30.87759463	-28.34122099	-26.46731717	-32.34017618	-40.37358324	-47.58130548	-46.36529852	-44.29878742	-45.34100874	-42.9276377	-43.4317623	-43.55445524	-41.61155969	-42.96205303	-44.66382237	-51.61415048	-52.30871376	-48.96685853	-50.75924056
Russian Federation	-5.610330152	-12.95556078	-16.12916229	-24.65509928	-26.39253122	-24.34943963	-31.61475529	-3.725983238	-30.07931846	-22.88412894	-26.27844755	-16.9395682	-1.434626263	-32.83801584	-29.67539836	-23.50387159	-27.53463291	-16.64899628	-28.6806024	-27.55724823	-22.70318663	-21.98874131
Rwanda	2.011920945	3.504022443	-2.780623238	-6.102044015	-0.623597355	5.179496219	13.24960153	67.71541144	48.7491884	50.68838283	20.66619094	47.79638873	47.41272824	73.29208183	52.64507437	54.41933461	50.82017704	59.40345842	83.49103391	101.3391106	103.5768904	105.7202783
South Asia	3.361870215	6.453784336	9.135710441	13.13245052	18.03251583	22.2157034	25.68055201	25.99434623	38.9845725	34.11705749	33.91652869	36.81693686	41.35274867	49.13534435	51.50610947	59.18049085	69.50763807	73.12305074	82.7018663	94.18044233	98.17558232	108.175842
Saudi Arabia																						
Sudan	-13.59356447	-0.275589383	-1.965514097	3.330500605	10.04556646	11.17264696	15.63294749	460.6409412	452.0794869	471.1361506	356.8037006	457.8628496	438.6883119	424.1148048	478.4425067	389.728916	584.5756924	517.6333932	503.4585946	426.145794	428.5581772	430.9150646
Senegal	-3.403622238	3.752453086	3.746888669	5.772977307	10.24425321	14.29681809	19.26423303	308.1497395	411.5793248	341.4577676	433.9147765	399.6043818	213.8839865	346.4845874	356.4895362	430.5377836	330.5377854	370.9013126	329.5834755	384.7993386	388.4527445	391.8597107
Singapore																						
Solomon Islands	-25.19937996	-44.17908895	-40.15736083	-35.42953488	-34.18693514	-31.34254549	-31.23812442	-34.15045171	-35.90156148	-30.78576919	-29.75114601	-26.65760256	-25.43817551	-25.08284405	-26.75870187	-26.54585871	-25.36451584	-25.2692656	-25.13736667	-24.11571985	-23.15447032	-22.22473157
Sierra Leone	-14.23347514	-8.61686065	-12.44758739	-13.8398897	-6.94118883	-7.351027226	-4.804205795	97.13435142	160.0242403	53.330558	236.424998	133.2970076	116.9766763	120.2392225	54.42453148	180.2352208	196.6652794	243.5921724	81.84152557	20.96549676	21.83451369	22.66245797
El Salvador	13.05907848	20.32963208	24.49420988	34.99226153	38.26584143	35.79894496	50.71864636	52.06586788	55.6440034	54.73044125	69.92961042	68.16180069	68.28850231	73.18878497	72.43122274	74.85876064	80.77305256	79.18331073	78.16454352	79.17104712	83.87890257	88.1295049
San Marino																						
Somalia	-9.645989962	-14.25559671	-5.901206411	1.668323546	4.507341604	6.9780349	9.465880374	16.52323203	18.00520709	14.13776824	15.01720972	16.47370382	19.84675737	18.04361763	18.19446366	17.95425687	18.48783974	19.48120557	17.69700443	19.54169245	20.81420991	22.07334447
Serbia																						
Sub-Saharan Africa (excluding high income)	-13.25990938	17.44411236	-15.04193085	-8.243403108	-4.491300841	-10.80508293	-12.12404009	63.47326139	38.95955643	41.62264151	32.05553034	32.97573911	47.3442481	36.23324504	55.75779207	47.32965185	60.46935824	40.04744718	26.04882292	34.25398763	34.71591415	35.51596253
South Sudan																						
Sub-Saharan Africa	-13.25740724	17.44284254	-15.03950789	-8.242021084	-4.489719745	-10.80301364	-12.12031379	63.45567299	38.94460551	41.60740406	32.04132224	32.98148285	47.34892789	36.21858745	55.7410338	47.31380038	60.47526016	40.0561324	26.05900033	34.26469991	34.72745329	35.52819486
Small states	-4.521204286	-12.75963462	-19.45705863	-20.07874859	-17.98599443	-19.56073594	-25.98075909	13.50151385	19.12109306	14.64914903	20.79201844	9.756277703	14.01922872	24.75692531	27.46523614	47.26366702	35.94463493	72.76241016	53.44416971	87.11076932	92.919468	98.45292153
Sao Tome and Principe	4.889955062	3.932836077	4.780547377	5.587362241	9.988365706	10.63423351	14.37624041	7.693042886	12.19354771	112.2597855	92.83448553	95.44218292	115.7321794	74.41900731	81.84051461	59.30089615	74.10832655	80.52553463	81.61341981	90.25940515	95.68107725	100.5548973
Suriname	-3.814277775	0.570014765	5.465723704	-19.11998524	-12.4801252	-10.35133729	-11.47577895	-69.67179494	-76.03368806	-76.22608076		-70.09317813	-73.58297969	-68.82894761	-75.45144609	-75.84044938	-76.50106366	-68.91913847	-70.22502479		-75.24971326	-74.68182458
Slovak Republic	-12.28686775	-17.97655198	-22.4669037	-25.2732258	-25.51496271	-24.07777776	-24.04748817	-26.62015917	-27.62242527	-30.22461645	-30.72518345	-31.37891183	-31.72648642	-33.08088189	-32.24864569	-33.03918903	-33.37950688	-31.96882817	-35.3428226	-30.84474076	-32.81192025	-35.92622945
Slovenia	-7.247170488	-10.77606392	-8.363854123	-8.240723814	-5.547728955	0.551499048	9.11218347	7.399311177	5.777549006	4.750538915	8.591397673	11.8341837	9.80313176	10.44377377	11.95744566	14.03355862	14.78883059	16.38920326	7.383793124	9.588732654	7.685719258	5.489665337
Sweden	2.084209368	3.380907965	3.558847658	6.785619328	6.555830683	13.89088181	5.770475862	7.951717855	5.620987577	0.979101817	-0.067201237	2.183187629	2.94578572	0.650858037	-3.379596534	-3.886875579	-7.616231012	-9.300656097	-15.72695517	-7.432815309	-10.87243766	-14.77617943
Eswatini	-0.524560439	1.195652563	-7.474720963	-1.903342236	1.367281226	2.324074762	5.465945776	76.61874733	43.78390618	24.45625315	19.16158231	22.06038052	16.39265522	35.24034844	30.01320421	17.0279501	64.27402327	43.96017752	34.08452404	49.37649591	51.66183025	53.78462876
Sint Maarten (Dutch part)																						
Seychelles	9.995880909	5.641931731	7.478045853	4.601647101	10.20400891	8.42766635	22.50957908					86.36020342	90.83994778				115.3240243	120.7711888	120.6414625	133.8179197	141.965058	149.2078543
Syrian Arab Republic	12.6704389	17.63074836	20.3539461	18.33938453	24.64785826	27.78260004	27.95908626	37.13116323	39.02935345	40.24761652	34.94755339	36.28294455	36.09744429	37.67070156	39.10082918	46.1767773	50.34964012	44.22742693	44.01779719	50.2425853	54.68730626	58.67365673
Turks and Caicos Islands	263.3055544	289.2234012	217.6060876	227.2028751																		
Chad	-16.71247065	-5.680443016	-11.10087267	-11.13973126	-2.195417588	-3.041505292	2.969982803	501.5718261	574.4049281	604.79668	467.8136912	593.5465786	622.1462003	582.2954084	575.477171	596.0668793	601.2459615	551.960412	456.3852969	495.0959825	496.9130745	498.7255734
East Asia & Pacific (IDA & IBRD countries)	16.91674791	24.24462416	13.48026814	26.89201466	23.25527275	21.88514174	78.52321768	19.45793748	6.582195591	1.541839203	5.862256334	28.04344019	24.77134289	47.15830665	55.44903766	85.07884935	74.09667567	83.11840886	99.72010147	103.3212376	121.7050655	128.5200569
Europe & Central Asia (IDA & IBRD countries)	-5.837210226	-13.58287347	-17.19955361	-24.88465467	-26.46480616	-26.03245295	-31.28471447	-18.20007245	-33.15334217	-28.43745479	-30.51211589	-24.16692463	-15.4729646	-31.53892272	-29.74443327	-25.04071067	-26.53743301	-20.40082751	-29.36631959	-26.66095136	-23.18369136	-22.67798884
Togo	-18.35889947	-9.217619777	-15.0297542	-12.22936469	-4.701969185	-1.65262469	-1.376580741	117.7254388	48.37901714	64.46150219	34.95415848	56.52471255	51.55418995	7.291018958	139.2270382	32.34783312	44.59055177	102.6365134	77.89439179	68.36457	69.7256099	71.0023706
Thailand	5.632637019	14.62452057	18.16479365	25.10854557	35.35516634	42.06678071	44.55006066	92.47273209	52.16032994	36.43475696	38.06193886	54.97917245	55.81480457	82.71943773	75.09887253	68.20920908	86.75511065	71.92318496	74.8424137	102.4522086	107.2990513	111.6724265
Tajikistan	4.583738048	-6.554488453	-25.91648118	-39.74176458	-41.3155866	-42.88254507	-46.81169332	-46.86888118	-47.70129585	-53.57500311	-52.16115931	-52.36957852	-50.00577345	-45.16172973	-43.61278257	-38.89622926	-32.93449757	-34.12146862	-34.79398573	-32.03265292	-29.454599	-29.09113552
Turkmenistan	-8.016883468	-30.77104303	-28.92391794	-31.41983868	-32.07577251	-37.17538515	-43.58345804	-43.65201013	-31.17862855	-22.2492252	-17.72431471	-12.90807266	-1.591795855	-5.367141459	-2.651132189	-0.373219351	6.583182032	12.46388806	-1.617724169	7.435957898	8.996292468	13.33574438
Latin America & the Caribbean (IDA & IBRD countries)	-1.17420482	2.285788189	8.222164546	-4.212719883	1.300336205	4.659767212	7.111378181	32.83266481	9.517675293	-5.404774277	-6.231431592	3.42551591	11.11842748	23.64967464	41.24007364	12.90843423	52.87383074	11.59521502	0.104865976	51.33275394	69.90961001	72.22539956
Timor-Leste	16.86527794	13.21724033	18.09555556	55.47864997	72.44908285	40.70994558	36.2630819	41.97055759	23.6874063	35.82818125	74.58707423	77.48786658	89.9276862	94.0170933	95.48529784	98.24766721	99.08309895	101.4783499	104.278154	107.5990754	109.6844697	111.7684001
Middle East & North Africa (IDA & IBRD countries)	2.927035524	7.412534178	11.55318569	17.30914157	21.46031647	23.55524558	27.2835408	30.6102868	35.09343733	41.43019876	44.02369533	48.88000572	53.64474616	63.40365631	70.86202891	79.80493346	86.09636264	9.508470849	6.958764955	12.45652078	15.74102024	18.6880963
Tonga	5.384168956	14.65872409	15.90829535	24.62824295	20.89167389	24.0392583	22.33988783	14.31285654	13.12757824	40.71482004	40.49261833	20.62136495	27.00840187	22.53016726	23.57665788	22.76092187	23.31702399	18.59076023	18.56483136	22.08562721	24.78243577	
South Asia (IDA & IBRD)	3.361870215	6.453784336	9.135710441	13.13245052	18.03251583	22.2157034	25.68055201	25.99434623	38.9845725	34.11705749	33.91652869	36.81693686	41.35274867	49.13534435	51.50610947	59.18049085	69.50763807	73.12305074	82.7018663	94.18044233	98.17558232	108.175842
Sub-Saharan Africa (IDA & IBRD countries)	-13.25740724	17.44284254	-15.03950789	-8.242021084	-4.489719745	-10.80301364	-12.12031379	63.45567299	38.94460551	41.60740406	32.04132224	32.98148285	47.34892789	36.21858745	55.7410338	47.31380038	60.47526016	40.0561324	26.05900033	34.26469991	34.72745329	35.52819486
Trinidad and Tobago																						
Tunisia	4.112170763	9.197596496	12.94321711	12.97256859	16.62370563	22.85531739	26.52476866	32.63573449	38.85582688	45.15188927	47.42357414	48.77374179	48.5973045	53.30141386	51.6224498	56.64256709	58.20946451	65.42691084	67.56941976	77.43491059	82.57728316	87.19518244
Turkey	1.011047429	5.991034322	9.107322201	7.32178533	16.37019237	23.85354865	29.05743919	31.82129975	31.67358639	40.99001516	32.56944381	38.1370702	44.24955456	48.57838524	54.8590348	68.02889885	81.01219923	77.84175492	80.27196178	88.32917823	93.70948584	98.53959513
Tuvalu	8.362354864	11.31831121	10.29039337	12.87757595	14.85122353	16.01119439	18.42812046	19.06933588	21.0810183	21.44748805	21.70711502	24.85710708	25.0267634	24.99125826	25.06390788	25.1234204	25.31939556	25.55664209	25.69671049	26.72522175	28.3695991	29.95526539
Tanzania	-13.82605956	27.30210666	-20.28779109	-9.320831012	-4.256660884	-16.38626915	-19.70728842	201.3404973	65.93226971	127.4050184	107.1453755	93.41392198	173.51856	133.1017763	183.8716669	76.39453006	112.9623118	112.0984198	143.7458017	146.5795904	147.2271065	147.8495787
Uganda	-4.285489512	0.866269588	0.683963224	0.688697575	5.041969325	5.524742983	7.673379255	132.7270221	59.65285803	97.20884707	57.15926458	62.11935701	142.8003837	90.07766611	201.7483709	10.51069684	182.3824877	141.7490734	43.16964787	116.544932	117.6635015	118.7640731
Ukraine	-7.124959349	-15.61776999	-25.2977981	-36.34731669	-37.213042	-43.98718342	-46.01431704	-49.0628229	-49.28782635	-50.67687294	-51.74096567	-51.45156541	-49.18397832	-52.03484448	-54.39510837	-54.60883841	-53.39492835	-54.16970455	-61.45813734	-58.75728265	-56.97626069	-57.5183766
Upper middle income	-1.387856084	-1.608735272	0.208955787	-3.236764735	1.159403413	3.942368674	1.711047638	16.6559533	1.453363266	0.946526866	1.004701211	9.485931725	20.66169472	22.8392941	33.25311893	35.75214954	48.94576297	41.31365058	38.88096794	57.71122915	66.76827196	70.87658393
Uruguay	6.406496797	12.56626124	14.75742402	15.00913236	16.36048351	21.38113146	20.47521121	18.62595817	23.5709232	16.3307151	13.46463771	15.12555547	18.38161821	25.18088002	25.18925945	30.3464484	29.78697228	30.41058089	28.33267431	27.47298132	29.3440837	31.12129848
United States	-1.017743618	0.022895675	2.38931822	3.893123532	3.735326067	7.197080683	9.587873783	9.988808026	10.95231518	13.57590623	11.16577021	13.78227532	13.93658196	18.05999208	17.05832709	13.98273022	16.18062371	8.358700857	7.62660236	9.407540304	7.098335072	3.385655837
Uzbekistan	1.411646892	-3.948725001	-3.891598273	-7.447502964	-14.31367085	-13.39120285	-10.69403146	-2.225759077	-1.013907543	-1.996133703	-0.528607935	3.961249826	2.495299954	1.169162725	-1.056383665	2.494299881	2.675284245	8.616379271	2.721293929	1.987017087	6.718003149	4.644758954
St. Vincent and the Grenadines	-3.976216503	-1.484119473	-10.82828325	26.65292109	33.75760072	33.39748915	22.82290122	51.94028939	61.30889496	58.24152474	59.07781975	66.60485669	70.70866181	84.81306298	85.58593404	90.49844311	96.93837965	102.5013368		114.4277137	121.0553146	126.9815507
"Venezuela, RB"	-0.98673682	1.448545415	6.929337852	0.831337527	8.357147211	14.19957101	18.98502231	35.96587552	9.890548776	19.74144645	26.40131171	10.79739274	33.82464576	23.01842401	21.4442895	21.80170673	33.33665425	29.07853857	26.5048914	27.91186686	31.2138573	34.1826944
British Virgin Islands	-1.778047814	2.098931864																				
Virgin Islands (U.S.)	1.062450027	2.22643541	3.219905239	4.252906172	5.051870694	6.035419666	7.276906499	-7.234573978	-5.907433108	-4.472948744	-3.118524414	-1.70731234	-0.341733117	0.925324095	6.090805598	9.421215582	14.23830591	18.85244032	25.03182413	32.9231617	34.34375001	35.75011586
Vietnam	2.457708818	5.778974549	9.911022908	15.13989607	21.8115329	28.48874648	34.97273399	88.47125217	77.26031709	57.27990905	61.4906499	89.50791883	92.23801262	131.4112809	134.7305043	136.5976449	158.8455815	157.9903211	168.6232308	181.6590716	187.8139978	213.6312625
Vanuatu	-2.95769931	-6.598219928	-1.309182745	-1.891531465	-1.615227232	-0.349369541	1.910672946	2.541698028	4.587095161	6.758512242	5.480754296	2.349521704	1.843683529	0.391981549	0.642745345	-0.478366283	2.573697416	3.528512374	-1.498396442	0.095490869	1.569325077	2.969541169
World	0.929410466	4.164516244	-0.394433332	1.512173906	2.113817163	2.684585473	13.45212135	15.21258297	6.957003572	6.097657902	5.580386588	12.65532292	16.19090625	19.42533716	23.49824402	27.2226711	30.72077007	27.28663	25.94268428	33.16302371	38.07881404	40.00330807
Samoa	-0.969322454	2.048203468	1.115773218	-5.325235671	-2.524218084	0.538451328	6.69238579	4.432100912	6.457946841	10.94547662	13.00441129	9.709713179	9.394154571	8.859663443	7.00056735	13.60283334	13.87444662	15.02230895	15.18648476	18.76338882	21.51654974	24.02598852
Kosovo																						
"Yemen, Rep."	13.12398888	19.3591897	13.64201068	29.34667858	39.17863518	43.08393095	53.12059542	62.41065632	78.17645622	88.52260652	96.18980631	106.8488372	125.5501352	129.6828578	154.2113225	172.0576618	181.9111846	186.3827831	188.1491466	202.4533222	210.8874747	218.4792608
South Africa	-1.664046588	1.330045926	-0.389824512	1.85324768	6.342518907	9.871440829	15.41473179	31.12636622	23.38240718	20.41246917	19.13770214	24.30371891	30.67912652	35.36972534	42.70046653	37.4719295	43.79363581					
Zambia	-16.98275892	32.72656197	-25.33837082	-12.86063082	-11.67175935	-25.26517118	-28.458101	113.9833856	56.91190625	38.71405024	41.8814353	43.26920652	69.81962736	76.00656893	89.10026819	50.15276351	62.65565859	53.19118843	26.9353596	52.53347492	52.64798385	52.7574628
Zimbabwe	-2.757962188	9.046537394	-14.00880726	-13.93667742	-13.45733505	-12.90676595	-16.04293261	117.636809	90.09552831	46.53467363	66.52859396	43.25085419	37.36787045	75.90172701	70.63702633	58.21751144	73.55213972	96.12407085	93.48430043	102.3302649	103.8767789	105.2894362
