air_pressure,air_temp,avg_wind_speed,relative_humidity
918.8654987,69.16907875,3.808706671,14.75482484
915.8085372,73.21752188,2.179238163,28.50887012
920.87,42.692,5.3239172,92.1
920.2881549,75.76523686,1.271150431,13.22288158
922.9620356,62.13138749,4.370476525,17.92168895
921.02,73.706,4.1159696,9.35
921.22,57.524,17.9402588,8.62
921.44,61.214,5.5028724,13.32
917.61,73.022,4.3396636,6.09
915.3,69.53,1.2974252,23.64
922.5,66.74,1.901399,12.71
922.1741306,62.26758356,16.55276044,15.09448694
916.83,80.798,1.9461378,44.38
925.7586492,72.55406499,12.34832177,15.43108526
912.5,57.398,2.6619586,67.2
917.4619004,55.51162424,7.933056319,20.61421094
909.86,54.14,18.7231878,90
918.3553107,64.17368536,14.55859776,19.50949951
914.86,48.038,5.0554844,78.99
919,69.818,1.677705,69.99
921.61,64.868,11.7663044,13.22
910.34,50.72,10.7820508,87.7
920.3347769,83.00420473,13.70887679,25.64781918
919.4,69.854,1.006623,26.49
922.7024588,56.99410834,6.004598502,14.41260501
923.48,64.472,9.4846256,12
916.64,68.9,2.9527608,26.01
922.473233,66.63978421,1.991812146,12.68992472
920.0755911,69.34875007,21.1083898,15.27325813
916.7,69.476,2.1027236,19.36
915.4454464,70.61219232,2.003131628,25.16638737
923.634017,62.56051173,13.15324274,16.48667949
916.87,67.604,4.4067718,18.75
917.8482865,72.35953393,2.916904476,13.03427371
912.79,41.486,8.612219,91.28
922.5930641,68.21650832,9.838116036,8.630765356
916.25,79.754,1.0737312,41.99
922.1,62.96,1.789552,11.71
919.32,67.532,1.0961006,16.76
918.38,64.166,5.0107456,16.3
919.9401109,76.96897212,4.788759632,19.47201277
918,60.314,4.2725554,35.83
920.81,59.072,9.0148682,20.05
918.9812134,79.76906271,2.358614612,26.11100432
925.3,72.77,2.6619586,15.79
917.54,77.504,2.1474624,35.49
920.3048566,59.27547873,5.782927755,13.71033915
916.35,44.708,9.5293644,92.19
920.3726566,75.56837539,3.168316887,12.7482237
921.16,57.2,3.0869772,28.43
914.2,72.392,2.2593094,23.03
916.72,86.936,2.1922012,29.05
920.31,83.138,14.1598302,26.39
922.8831801,69.77771706,3.285986898,19.2816672
920.8,57.542,7.0910998,73.17
914.07,47.048,3.7356898,92.14
916.47,66.092,2.572481,89.08
914.87,53.078,1.3869028,81.4
915.6,76.28,1.8566602,21.61
917.6,69.656,1.5211192,13.38
924.3182803,71.87335584,5.925072383,15.26333978
921.7721683,47.94241404,12.9398806,32.68783799
923.87,48.362,6.1739544,42.84
921.1687386,63.98410533,4.718126612,10.46459156
919.3,39.956,1.4092722,83.81
921.09,72.41,1.2750558,17.3
918.2699194,53.55901829,5.085931369,18.65590535
917.2,75.506,7.4042714,14.35
920.24,74.408,6.487126,27.88
918,59.342,5.144962,60.74
916.8180715,74.30292525,6.654340972,13.59463032
921.2,56.786,9.5517338,59.79
920.1103502,74.81870794,2.361333411,16.12995176
921.88,47.57,13.2203154,31.99
923.3,58.874,8.1200922,33.05
916.17,56.57,7.717443,70.8
912.4,50.774,,86.84
915.93,64.118,3.452344067,47.22666667
921.4331658,64.63477581,5.024051647,9.220569973
919.1250905,62.99067247,3.853190247,20.8758446
919.511475,55.09340486,4.118457284,18.0051154
921.7634017,66.02246657,2.851264734,11.01582384
918.35,75.92,1.6105968,16.22
922.18,75.218,0.9618842,14.65
918.73,53.96,5.59235,33.7
919.4074045,64.49647735,8.381485861,16.71937892
919.5613761,61.8557198,6.971292337,17.41660863
919.48,36.752,3.5119958,41.76
916.7,49.802,6.4423872,80.15
922.2212036,69.73657834,16.90820368,9.870100982
922.69,69.17,9.6412114,7.49
922.99,55.76,9.283301,16.82
922.37,56.48,1.8790296,65.54
920.75,49.1,7.8740288,91.7
916.37,76.748,4.0488614,18.53
917.85,53.312,1.7000744,38.36
914.25,52.556,7.9635064,49.79
920.5677648,59.88705019,17.64193067,10.24746225
918.8465982,74.9380125,3.063335637,8.691746315
921.6893583,65.95033957,2.946745948,10.84552398
919.7627531,77.67214353,5.33070988,19.80702189
916.9,73.292,1.5211192,35.33
920.2774169,74.36171745,4.599091431,10.93387416
915.47,64.94,1.2974252,50.28
919.18,74.84,21.3404076,9.19
926.61,66.974,7.8069206,17.63
916.51,82.22,2.2145706,26.74
920.83,66.344,15.4572554,23.77
915.4,69.836,3.8699062,10.79
919.2829423,63.33495992,4.419148423,16.25865948
924.0254996,60.10924157,18.82721552,12.90833003
917.04,42.134,12.415017,83.25
918,75.74,4.9436374,28.38
917.16,90.266,2.8185444,20.71
912.41,47.48,8.6345884,73.83
914.43,74.246,4.2054472,19.45
915.89,49.802,8.4780026,92.12
923.6682736,60.30090707,18.1894777,11.45538189
915,58.01,1.2079476,73.28
920.02,74.552,4.6528352,10.73
917.3189871,74.06660772,2.643176606,12.95510614
910.92,48.362,,80.56
921.37,60.98,21.5417322,11.98
922.4489447,72.86377341,3.682369652,16.75367005
914.3,48.182,2.4830034,90.97
921.4598436,77.05329522,5.990086111,12.93258877
920.5981216,53.15492763,5.349240348,19.31840056
914.1543889,81.51024959,2.651553969,20.23164433
922.357267,74.35871192,4.179192563,12.49026787
917.3,70.088,2.6395892,36.38
914.79,48.272,5.6147194,90.89
918.94,68.81,3.35541,25.98
913.5,68.234,3.1093466,50.48
921.11,41.234,17.7613036,89.84
923.4,42.692,2.572481,72.57
921.32,60.674,4.0936002,23.77
920.92,74.21,8.4556332,15.74
916.62,46.922,8.3661556,70.61
912.39,41.522,3.8475368,86.74
918.9445621,62.35351331,3.512705065,23.29704941
916.28,71.69,4.026492,43.06
913.66,80.204,2.3040482,28.26
921.34,70.016,2.23694,6.29
919.5,68.738,4.138339,15.03
917.9,76.802,2.5501116,30.31
925.3,70.466,6.7331894,13.23
915.97,63.734,2.3935258,87.25
918.4,78.422,1.7671826,28.73
922.2,45.68,2.2816788,20.11
919.78,65.498,2.3040482,36.24
919.8881282,68.6878221,3.96085768,14.49283919
916.04,62.132,3.7580592,26.11
921.36,50.45,9.0148682,80.6
914.9,53.942,4.0041226,75.77
922.4126587,64.01853693,3.250916119,15.98261038
916.03,62.51,6.2186932,31.85
911.9,59.072,1.2750558,77.63
917.44,64.778,19.1705758,13.31
918.3268845,74.36302054,3.751717266,10.44641484
909.19,46.49,2.7738056,48.85
921.0566467,58.08519069,4.203757727,21.93489479
916,58.136,11.4531328,36.26
919.7,76.208,1.0737312,15.24
915.89,82.4,0.9171454,22.98
921.1602913,75.18941772,2.17327441,43.57119848
921.35,61.808,7.605596,18.47
923.6,65.03,7.0910998,20.86
920.7012114,73.85313148,8.236906106,15.90260585
916.3,73.922,1.5882274,13.67
919.3,63.608,4.1830778,18.53
923.9,62.69,2.9527608,30.84
913.7,98.906,2.125093,11.49
921.17,70.322,17.6941954,9.42
923.349127,48.61116093,14.14179401,17.20328308
917.01,51.836,1.6105968,70.01
920.7374477,70.92035517,5.544515244,10.10008289
917.4,70.736,1.1855782,39.45
920.86,42.134,8.3214168,92.31
920.9352433,64.8842063,15.0116453,9.895457057
917.8287728,80.83583716,2.774862772,20.13330499
916,81.518,1.7000744,21.36
923.8916608,56.98687988,13.33987076,17.60882962
922.9701665,51.39184697,,34.80775347
913.5,56.336,2.2145706,74.33
916.18,49.568,7.2476856,83.62
918.2739689,55.58358679,6.503472883,24.38384619
913.49,65.39,2.6395892,51.06
910.57,46.562,15.65858,89.88
917.8951297,76.80469009,1.632704934,13.77131052
922.352876,69.39881071,6.147785059,12.7296686
919.1,87.602,2.1027236,14.57
917.21,82.742,2.7738056,24.62
916.8245105,86.67660439,2.359806477,18.15816846
917.1,61.502,3.7356898,32.68
917.07,47.102,4.5409882,69.87
920.1,58.82,1.7224438,54.67
916.48,72.122,4.697574,36.26
924.51,71.906,6.6437118,15.81
920.1,45.86,1.5211192,72.66
913.05,50.054,5.5028724,58.79
919.17,79.988,5.0778538,22.24
921.1593821,66.43582854,2.868671135,44.42683702
924.46,53.456,3.8922756,25.21
920.7591399,66.68754823,4.171357793,13.59904279
918.21,49.856,5.5476112,18.09
914.0271982,73.21899786,1.500595219,25.56141102
921.264866,76.37283607,1.909191129,47.02509101
921.31,61.34,7.7845512,35.42
914.9,75.02,4.1830778,38.72
919.37,65.138,8.724066,16.55
914.46,76.874,1.2974252,56.39
919.9018072,72.98237106,6.80400791,12.52558362
924.5712602,60.42124026,1.995469162,10.01870967
917.4852324,83.6369742,1.670929847,18.99148033
919.43,60.584,2.1474624,21.42
914.21,64.472,11.967629,44.44
923.8,55.13,3.019869,69.07
917.9,51.386,5.5699806,69.06
915.22,73.292,1.789552,41.4
923.47,53.06,4.4291412,31.8
920.8111689,74.4839732,4.456796087,21.98094551
921.05,61.448,8.7911742,27.63
920.8277336,62.18403182,7.437057441,16.80217215
915.5769393,73.75343537,9.333401902,31.6299773
915.7,72.59,3.4001488,32.72
922.73,72.23,6.5318648,13.07
919.11,55.166,3.802798,25.98
920.8976623,66.52878596,4.079293338,13.38270966
916.5,85.586,1.2974252,15.92
916.3,68.774,4.1159696,42.5
921.55,45.338,7.0239916,91.1
916.2,84.488,4.5633576,19.4
918.4,57.56,3.1540854,27.19
919.3224913,72.20937256,2.716911681,12.34120722
916.2,82.814,6.9568834,48.92
919.7,72.014,5.3015478,36.73
915.1,57.038,4.1159696,90.93
920.51,47.984,2.013246,90.39
919.8715514,65.66748194,3.842941803,13.53828952
917.9234418,73.24971734,4.132697506,6.939691553
922.5429891,67.90605742,4.28088479,11.50187879
922.31,58.946,3.5343652,47.96
921.5575399,64.25058522,10.9268002,14.27929006
917.9,82.886,3.8922756,41.67
921.72,59.81,19.5061168,10.68
919.9075787,63.85844458,7.894795237,11.94515746
921.24,71.78,1.6105968,16.83
918.4,51.602,2.572481,87.99
920.7362227,42.70311605,8.07323772,34.11027705
918.13,49.316,10.2004464,88.48
917.65,82.436,2.2145706,7.13
919.88,61.502,10.9162672,20.22
916.76,87.008,2.3711564,19.02
918.7,47.786,2.3264176,91.71
925.3050897,57.09312964,15.40276692,17.85122729
920.14,64.058,4.2054472,23.78
918,66.758,5.704197,54.21
920.35,46.868,7.4266408,91.24
916.3,83.012,4.362033,35.42
916.51,75.47,1.0513618,26.94
917.4,69.278,1.5882274,22.24
920.225446,75.24016923,3.016165034,23.27741773
921.591558,58.75454853,2.774969759,23.87597386
915.47,79.538,2.9974996,44.79
917.01,41,3.914645,65.34
912.06,52.034,2.348787,88.01
914.8,71.294,2.0803542,24.38
921.2694426,54.15816918,4.925063874,19.66515337
920.1920294,67.32501281,1.224716693,14.00975348
921.4,63.05,1.3197946,40.7
921.52,59.216,14.7861734,18.94
921.9752196,67.32097329,16.96224014,15.99216387
915.9,69.134,1.9908766,71.73
916.2303005,62.72080284,9.514091966,28.27236211
916.1,69.512,7.4713796,30.25
917.7,59.432,1.6553356,23.57
921.559754,70.94586688,3.975136621,15.45263103
919.85,77.36,1.8790296,43.76
920.7366407,69.53207696,4.019666294,14.59236486
915.14,59.81,6.4423872,41.07
918.26,49.892,4.4291412,35.18
921.4142774,62.56449595,8.634210067,17.17209029
916.63,81.266,1.006623,23.33
918.88,60.476,9.5964726,89.9
915.6256331,77.30113675,1.760152838,20.40600856
921.5915674,59.42855507,16.47514291,15.98426791
919.12,79.34,1.4987498,35.09
924.11,55.184,3.6685816,48.68
917.94,46.616,4.6752046,85.75
918.57,76.046,3.131716,25.72
917.41,79.988,4.8765292,26.1
918.0437667,,0.96437611,11.91122248
918.37,72.932,2.013246,8.81
920.2171056,56.64583782,3.992825728,22.91472429
919.2886585,77.34951429,1.420641655,19.44743016
921.4,75.236,4.026492,15.06
921.6133725,68.65897257,2.248931575,12.38320679
916.45,46.022,5.144962,78.01
916,61.016,5.9055216,50.77
915.25,37.562,11.5873492,91
920.9797793,71.47359193,2.727453902,20.82159782
920.9861865,57.07364499,2.821004591,21.90585188
921.6204731,75.36562384,1.886436685,13.17181298
919.72,73.4,1.8566602,56.8
917.3,73.184,4.6752046,36.57
920.1,52.97,5.3910254,19.06
921.0380775,51.35500803,16.54189347,11.59549903
919.55,39.524,12.3926476,91.7
916.2583087,74.59301339,8.768240115,29.66692448
919.33,53.942,1.6105968,72.67
920.6676177,68.39534226,4.146405853,15.91576507
917.8957324,74.83131615,1.937641569,17.07665439
919.0654084,,2.639599713,12.49783852
918.1749556,73.22148689,1.645833346,9.723628837
917.4474729,75.70030204,2.64351687,25.78832296
922.82,55.094,2.7514362,35.21
920.71,50.414,16.2849232,11.43
925.1728084,72.08517344,2.620778064,15.34482926
914.49,77.738,9.506995,23.11
923.77,71.78,3.8699062,13.7
,45.104,3.2659324,85.27
916.42,46.562,7.0239916,85.63
917.61,69.296,2.0356154,66.77
918.2,89.204,1.1855782,26.57
916.69,79.214,1.6553356,21.47
911.27,59.828,2.2593094,86.73
918.1250622,68.24414977,16.25091168,16.83697237
918.46,79.448,2.9303914,29.46
916.0291752,87.13618305,1.57681889,12.62275271
925.2776612,66.46657459,11.22885388,13.93273829
916.4,48.038,4.026492,44.62
911.6,42.638,1.9685072,90.23
915.29,50.612,4.4515106,62.46
923.860559,58.27301474,14.09544371,19.31229133
918.6,64.382,2.460634,34.98
918.84,68.954,3.8922756,14.74
919.39,67.064,5.4581336,20.18
918.7,69.422,0.782929,18.18
913,52.322,5.9502604,79.91
915.82,62.492,8.5674802,29.92
920.7911244,59.07781766,17.7440939,9.690133679
913.93,81.752,2.908022,20.42
920.28,74.03,2.23694,13.48
916.26,69.008,2.7066974,42.79
920.8629104,74.01465699,1.573645191,12.01012198
915.1048528,80.66103183,1.53536419,18.80534566
919.2351526,65.95111244,2.942018686,14.07350355
914.96,66.776,4.9883762,27.4
916.83,64.994,9.0819764,24.86
922.6501405,59.81180172,4.466058582,21.48645133
916.08,61.286,1.9685072,62.12
921.7270335,61.24961743,10.2417653,17.91855208
914.6210615,74.40354197,4.27043096,19.47756053
920.3404306,67.28122262,4.639243804,15.25367544
923.394624,62.23103922,15.00517547,10.9409164
920.6989015,50.96480352,16.04374939,12.64766581
917.1,43.592,8.276678,92.34
925.2785355,58.09476625,18.25424942,14.55166707
918.6,87.44,3.4001488,12.11
918.6,40.28,3.1540854,39.77
918.3215747,71.83114162,2.648180251,23.1792593
917.33,73.202,1.3869028,36.7
917.18,49.19,1.565858,91.11
919.9,70.484,21.0496054,15.72
921.17,69.548,2.348787,18.97
921.3,46.238,3.3330406,73.93
925.29,68.36,14.0703526,13.99
918.8455663,80.22937326,1.915898906,24.9724584
920.7675706,51.41195136,10.32725349,39.18913674
915.07,58.046,7.6950736,55.2
918.67,71.996,2.7290668,32.59
920.4238629,70.86005799,4.388915618,11.95066421
920.8284136,69.81576332,12.81653165,13.93604113
913.77,49.424,12.5716028,83.06
918.68,64.868,1.2750558,90.67
922.17,64.112,6.1068462,9.71
916.07,77.666,2.3264176,28.45
920.3001675,66.95311021,21.41819687,13.02867733
919.73,67.118,2.5053728,64.08
915.5,70.088,5.9502604,35.59
920.65,51.818,10.0214912,39.95
914.83,85.46,1.4316416,18.15
917.81,73.76,1.6105968,30.67
912.9,37.04,4.2725554,92.62
919.4,77.738,0.9842536,13.3
915.01,60.602,6.3529096,51.96
922.9,71.078,3.1540854,23.79
915.13,62.15,3.7356898,73
920.6323544,78.02312026,11.41455531,8.471749806
919.4911333,68.80559524,4.126234313,15.06324997
917,77.864,1.1632088,30.82
918.79,61.808,3.2211936,25.37
920.41,65.984,21.5193628,12.29
920.9927573,63.48552228,1.401010393,13.92370185
911.68,62.87,11.0057448,26.26
920.18,53.294,5.2344396,80.15
919.7,72.428,1.342164,48.59
923.0518734,68.19432232,2.474477801,10.14553395
922.4,47.696,2.5277422,88.26
915.39,71.42,2.1698318,40.34
914.8,67.658,1.6105968,30.27
920.971398,68.25382288,2.248278623,18.64205295
920.8443244,69.74583004,12.90095773,14.15768153
922.18,70.106,3.6238428,16.12
914,73.454,4.5409882,33.74
924.29,62.33,2.3040482,35.77
918.8942298,64.7344245,2.882002313,10.86279645
918,82.364,1.8119214,26.92
923.12,68.27,2.4830034,10.02
922.8727888,62.77940833,14.98319216,10.44856349
916.14,84.02,2.5053728,13.74
919.0095905,62.58302534,3.635351726,22.42490372
920.0956776,53.80033018,4.366221857,19.8175519
919.0907964,74.90201928,2.015850863,39.68863741
924.67,59.918,1.7448132,9.9
914.97,67.046,3.2883018,26.47
917.7350114,81.78333547,2.237281703,17.41160528
922.6,59.324,1.8342908,10.94
918.1087301,66.61972521,2.913576002,23.80606401
916.32,70.016,3.6238428,66.79
920.8239102,66.57096157,4.128369218,13.52217246
916.99,75.074,4.6080964,8.83
919.7,73.814,1.4092722,33.59
922.5720648,60.67166385,3.052598233,18.93901661
922.12,55.58,14.2940466,19.19
920.61,65.03,2.5501116,20.03
915.6,69.206,2.572481,38.57
917,44.636,10.0885994,91.8
919.2879854,76.70823367,1.302947414,19.35192879
917.64,77.846,3.6238428,30.76
920.7155319,62.81579151,3.872760504,24.05231604
920.091803,75.66404848,1.154953712,13.83389187
919,63.464,0.782929,28.43
922.3027742,69.02818204,3.973188946,13.55635551
921.5,62.996,5.2791784,11.96
921.86,38.588,3.579104,81.82
919.7,78.53,4.9436374,8.48
916.04,51.818,4.0936002,77.49
926.52,65.516,17.4928708,15.48
916.1,82.454,3.5567346,19.34
918.3000615,55.42180155,4.853685835,18.94058096
920.8027258,72.8910007,2.014859014,6.929473039
919.721008,70.23498504,3.325509791,18.78337755
913.64,74.516,1.8566602,37.53
921.6458395,65.7349581,2.024552486,11.27919212
917.73,76.136,4.2949248,38.52
917.35,77.756,2.0579848,26.39
920.02,71.114,3.4001488,48.22
921.8625068,61.40668743,2.550631821,21.63027016
914.14,71.24,1.7224438,24.2
916.86,79.322,1.7671826,38.77
919.31031,76.06409876,2.081832283,20.31695475
922.3553592,59.81945291,14.1928163,19.41309619
919.71,43.682,5.0107456,82.15
918.66,57.272,3.9370144,46.56
923.5212962,71.57442861,4.729387099,16.24878385
919.46,71.816,8.8135436,10.4
915.6441391,82.33491951,1.563611187,19.83390259
920.396217,72.22044333,3.077606869,30.43639756
916.66,56.336,3.579104,77.48
910.45,47.822,14.428263,91.79
923.02,60.494,1.9237684,7.81
916.84,55.274,4.9436374,20.92
923.9533869,60.14793282,18.69847625,12.61502537
913.65,65.678,8.8806518,42.44
919.76,64.814,4.2949248,31.49
919.4,79.178,2.4158952,35.4
922.6928576,62.72707028,7.659790564,25.0485079
924.79,68.306,14.987498,10.97
919.97,64.184,0.7381902,32.7
922.2732645,68.78916785,9.583844486,7.522056578
918.7,74.444,0.9171454,12.72
919.242813,61.4497224,1.818527503,16.37924091
918.8,49.874,3.8699062,40.26
915.2,59.972,1.9908766,35.92
919.5175966,75.62894882,2.124286376,14.1332888
919.4,58.406,6.6884506,15.02
916.54,80.384,1.0961006,13.22
916.16,48.128,12.8176662,91.49
912,56.138,3.0869772,75.52
925.31,57.398,2.9751302,19.28
919.759618,69.77352415,3.399158603,19.64885314
922.6691951,,7.969685803,18.92080492
919.84,65.678,9.4846256,18.11
919.3375546,85.29200269,3.096761951,15.33848558
917.38,73.616,5.7936746,38.23
919.67,77.576,6.5542342,56.86
918.7194145,61.58215525,1.803944447,17.56666629
923.7346151,59.08935014,18.65398595,12.95577025
920.4856087,74.19603742,5.557863297,14.95654426
917.7857392,69.05672281,12.22183056,11.98446352
923.1404696,58.23451934,10.35193421,17.21616254
917.6,74.12,2.1474624,11.69
913.41,63.482,4.2278166,49.2
917.09,55.274,6.0173686,78.2
923.1077681,60.60163981,17.1888352,9.175633688
915.93,68.198,2.0803542,48.84
918.08,73.706,2.8856526,31.5
917,51.296,3.0646078,23.29
914.6,62.366,1.5882274,86.6
918,71.312,2.9527608,35.17
917.59,82.67,3.6014734,13.88
923.621726,71.63345648,3.901578573,13.73146399
921.5698459,61.79127933,8.47833606,18.23157557
916.2184012,79.51791003,2.200951781,13.37053798
920.50894,80.98892224,9.482313417,19.17191747
920.0807771,60.96645401,2.751329472,20.4813089
918.6,72.824,6.3081708,22.5
915.91,63.986,3.8251674,40.97
917.01,74.84,0.8276678,30.45
920.74,59.09,8.9924988,35.26
912.9,78.332,7.82929,28.86
920.9004345,64.14800226,2.635249037,16.54056386
914.56,76.226,6.6437118,25.84
917.3001851,65.7900009,1.879553141,14.97266789
913.85,79.736,3.1093466,21.48
915.6,69.584,4.6304658,28.97
919.5648688,73.72673151,3.551777042,11.65731434
917.69,64.994,2.9751302,54.88
920.33,68.864,2.0356154,52.38
918.26,82.22,1.0961006,32.46
911.6,46.346,2.3040482,90.51
919.2,70.25,2.013246,42.06
923.1,75.596,1.4092722,11.88
917.92,84.65,4.8317904,16.22
913.87,66.938,6.5094954,57.43
922.8581101,64.98936079,10.26118718,14.52510864
925.55,50.918,5.4133948,29.09
920.13,73.292,4.1159696,33.52
924.0178563,68.3703069,15.16279989,11.59923953
917.2,65.264,1.7671826,58.37
916.26,79.772,3.5119958,27.68
920.8569129,69.88433806,12.23866984,11.9568515
916.13,50.108,2.5501116,89.8
916.32,48.308,4.8541598,91.03
917.13,80.24,1.6329662,28.26
914.84,47.354,3.7133204,92.3
921.26,52.646,2.0356154,91.11
914,66.65,8.3661556,30.92
912.9,71.87,1.4316416,51.84
915,55.04,5.368656,73.55
918.9,63.104,3.8699062,26.02
918.71,49.568,1.8119214,90.35
916.6,71.096,3.0646078,45.59
912.6,58.406,3.8251674,64.84
921.53,77.702,3.2659324,14.56
